tablescraper-selected-row,linkified,linkified href,tablescraper-selected-row href,grey
"Today, #Poland 🇵🇱 celebrates the National #IndependenceDay and commemorates the historic events from over 100 years ago.

🤔 Do you know why Poles celebrate their Independence on #November11?

Learn more about the Polish quest for freedom!⤵️",https://t.co/Q1VrzSkFIk,http://t.co/Q1VrzSkFIk,https://twitter.com/PolandMFA/status/1326445811388080128,"Nov 11, 2020"
"RT @LithuaniaMFA: Niech żyje Polska 🇵🇱! A very happy #IndependenceDay to our friends and allies in #Poland! 

Warmest greetings from #Lithu…",,,https://twitter.com/PolandMFA/status/1326437154894073857,"Nov 11, 2020"
@LithuaniaMFA @MSZ_RP @PLinLithuania @Poland @PremierRP_en @PLPermRepEU @PLinNATO @edasbori Thank you! 🇵🇱🇱🇹,,,https://twitter.com/PolandMFA/status/1326437119288631296,"Nov 11, 2020"
"102 years ago, #Poland regained its independence and reappeared on the 🌍 map after 123 years of partitions.

Let's celebrate the Freedom we won and remember the people who made it happen!

All the best, Poland! 🇵🇱🎉

#IndependenceDay #November11",https://t.co/RUrTnc2r6F,http://t.co/RUrTnc2r6F,https://twitter.com/PolandMFA/status/1326419390758334468,"Nov 11, 2020"
"Today dep. FM @marcin_przydacz held talks with 🇫🇷 MFA's Secretary General François Delattre as a part of 🇵🇱-🇫🇷 consultations. 
 
Among the discussed topics were:
 
🔸supporting the civil society in #Belarus,
🔸transatlantic relations,
🔸the situation in #NagornoKarabakh.",https://t.co/GXSQr7yx38,http://t.co/GXSQr7yx38,https://twitter.com/PolandMFA/status/1326257492830072839,"Nov 10, 2020"
RT @RauZbigniew: Full solidarity with @FCDOGovUK🇬🇧. The international community is not the source of the crisis in #Belarus. Expulsion of d…,,,https://twitter.com/PolandMFA/status/1326248302787039237,"Nov 10, 2020"
"Dep. FM @paweljabIonski took part in the virtual meeting of the @OECD Development Assistance Committee. 

Among the topics discussed were:

🔹the private sector and the sustainable development,
🔹the digital economy,
🔹green and just transition.",https://t.co/Xkcqu6v5iY,http://t.co/Xkcqu6v5iY,https://twitter.com/PolandMFA/status/1326189241311895558,"Nov 10, 2020"
"In our efforts to ensure the European future of the Western Balkans we need synergy of actions, an example of which is the Berlin Process itself - underlined FM @RauZbigniew during the video conference of the #BerlinProcess foreign ministers.

Read more⤵️",https://t.co/5DxiD5jiTL,http://t.co/5DxiD5jiTL,https://twitter.com/PolandMFA/status/1326156460125020165,"Nov 10, 2020"
"At today's webinar 🎥""Transatlantic Forum on Russia"" dep. FM @marcin_przydacz discussed with the 🇺🇸 Deputy Secretary of State Stephen Biegun @StateDept following topics: the role of #NATO; the policy towards #Russia; the situation in #Belarus.",https://t.co/FdtgmN9gKJ,http://t.co/FdtgmN9gKJ,https://twitter.com/PolandMFA/status/1325845620591120385,"Nov 09, 2020"
"FM @RauZbigniew accompanied the President of #Poland @andrzejduda during the ratification of the 🇵🇱-🇺🇸 Enhanced Defense Cooperation Agreement which enables an increase of the 🇺🇸 forces, the expansion of the defense infrastructure in 🇵🇱 , and the intensification of exercises.",https://t.co/boraTeXo3L,http://t.co/boraTeXo3L,https://twitter.com/PolandMFA/status/1325831752338829313,"Nov 09, 2020"
"Today, at the video conference of the FMs of #BerlinProcess, FM @RauZbigniew talked about, inter alia, supporting the EU aspirations of 🇵🇱's partners from the Western Balkans 🇦🇱🇧🇦🇲🇪🇽🇰🇲🇰🇷🇸⤵️",https://t.co/wQlzpHuBLl,http://t.co/wQlzpHuBLl,https://twitter.com/PolandMFA/status/1325786885176832003,"Nov 09, 2020"
"RT @RauZbigniew: Congratulations to 
@JoeBiden &
@KamalaHarris on their electoral victory. We're looking forward to working with the new U.…",,,https://twitter.com/PolandMFA/status/1325163573526597632,"Nov 07, 2020"
"RT @eu_eeas: Decision to sanction Lukashenko & other senior officials demonstrates EU's commitment & support to the Belarusian people.
We a…",,,https://twitter.com/PolandMFA/status/1324780981736407040,"Nov 06, 2020"
- The intensification of bilateral relations with 🇮🇩 is a part of Poland's long-term strategy. We see Indonesia as an important partner and leader in the region of @ASEAN - underlined dep. FM @marcin_przydacz during today's VTC.,https://t.co/A3y1e0h8EN,http://t.co/A3y1e0h8EN,https://twitter.com/PolandMFA/status/1324422121959890946,"Nov 05, 2020"
"Maintaining mutually beneficial relations with 🇩🇪 will continue ranking highly on Warsaw’s agenda, as we are aware that they are of fundamental importance to the peace and prosperity of 🇵🇱, 🇩🇪 and the whole Europe - wrote @SzSz_velSek in @POLITICOEurope.",https://t.co/wkkjtasaQA,http://t.co/wkkjtasaQA,https://twitter.com/PolandMFA/status/1324377705153024000,"Nov 05, 2020"
".@coe ministers adopted the Athens Declaration during the 130th session of the Committee of Ministers, stating that emergency measures to combat #COVID19 must be justified by an epidemic situation, be proportionate, non-discriminatory and non-sustainable.",https://t.co/WnzJG8LwGi,http://t.co/WnzJG8LwGi,https://twitter.com/PolandMFA/status/1324362026618073088,"Nov 05, 2020"
RT @PLinOSCE: The @OSCE rapporteur under the #MoscowMechanism has presented today to all @OSCE participating States his findings in relatio…,,,https://twitter.com/PolandMFA/status/1324346562437369859,"Nov 05, 2020"
"FM @RauZbigniew received today a courtesy visit of the @USAmbPoland H.E. Georgette Mosbacher.

The meeting confirmed the determination of both countries to further strengthen transatlantic relations and a strategic, multi-faceted 🇵🇱-🇺🇸 partnership.",https://t.co/qcBeR2GxbP,http://t.co/qcBeR2GxbP,https://twitter.com/PolandMFA/status/1324294171025428482,"Nov 05, 2020"
"🇵🇱🇪🇪 relations, regional cooperation, especially under the Three Seas Initiative #3SI, as well as military, economic and infrastructural cooperation were the main focus of today's meeting between FM @RauZbigniew and Estonia's Ambassador to Poland @mroger1000.",https://t.co/akhLAUwSdW,http://t.co/akhLAUwSdW,https://twitter.com/PolandMFA/status/1323985745418268672,"Nov 04, 2020"
"At the 130th session of the @coe Committee of Ministers, FM @RauZbigniew said that the fight against #COVID19 must not lead to a permanent curtailment of the values and rights enshrined, among others, in the European Convention of Human Rights, signed 70 years ago today.

#ECHR70",https://t.co/fzgs393Izc,http://t.co/fzgs393Izc,https://twitter.com/PolandMFA/status/1323967347405791233,"Nov 04, 2020"
"RT @PremierRP_en: #OTD in 1950, the European Convention on Human Rights was proclaimed. #DYK that this document📃 guarantees rights and free…",,,https://twitter.com/PolandMFA/status/1323957938692775936,"Nov 04, 2020"
"FM @RauZbigniew met with Slovakia's Ambassador to Poland Andrej Droba, who assumed the post this year.

The meeting focused on 🇵🇱🇸🇰 relations and on regional cooperation, as well as on the impacts of the #COVID19 pandemic and responses to it, including from the #V4 states.",https://t.co/p1tsKkSaMf,http://t.co/p1tsKkSaMf,https://twitter.com/PolandMFA/status/1323925844608405504,"Nov 04, 2020"
"“On all international forums, Poland 🇵🇱 has always been a strong supporter of regional engagement in the spirit of solidarity and mutual respect.""
 
/ dep. FM @paweljabIonski during #OSCE video conference.
 
Read more⤵️",https://t.co/myuVKufPff,http://t.co/myuVKufPff,https://twitter.com/PolandMFA/status/1323645358111629315,"Nov 03, 2020"
"FM @RauZbigniew met today with the Ambassador of #Israel Alexander Ben Zvi, who is completing his diplomatic mission to Poland.

Minister thanked the Ambassador for a very good cooperation. The conversation also concerned the current state of 🇵🇱-🇮🇱 relations.",https://t.co/96iLzgQuFw,http://t.co/96iLzgQuFw,https://twitter.com/PolandMFA/status/1323640776031641602,"Nov 03, 2020"
"Dear Friends from #Panama 🇵🇦 - happy Independence Day!
 
Best wishes from #Poland 🇵🇱!
 
#panamaindependenceday #VivaPanama",https://t.co/vgcTLXW9xN,http://t.co/vgcTLXW9xN,https://twitter.com/PolandMFA/status/1323558642851991552,"Nov 03, 2020"
"RT @RauZbigniew: Alarming and dramatic news reach us from Vienna🇦🇹. We have always backed the fight against aggression, extremism and acts…",,,https://twitter.com/PolandMFA/status/1323384605773385733,"Nov 02, 2020"
"Statement by the MFA of Poland on Parliamentary Elections in Georgia 🇬🇪 (October 31st, 2020)

Read the statement ➡️",https://t.co/5ss0oQ1NSv,http://t.co/5ss0oQ1NSv,https://twitter.com/PolandMFA/status/1323290307211988998,"Nov 02, 2020"
RT @marcin_przydacz: We appreciate the efforts of the GE 🇬🇪 authorities to organise the parliamentary elections swiftly. The turnout achiev…,,,https://twitter.com/PolandMFA/status/1323177766011998208,"Nov 02, 2020"
"Happy 66th Anniversary of Revolution Day, 🇩🇿Algeria.",https://t.co/EbbRdArKGJ,http://t.co/EbbRdArKGJ,https://twitter.com/PolandMFA/status/1322837376545312769,"Nov 01, 2020"
"RT @PLinUN: OTD we mark 2⃣0⃣th anniversary of the adoption of the #UNSCR1325, which for the first time draw attention to the essential role…",,,https://twitter.com/PolandMFA/status/1322470684220661760,"Oct 31, 2020"
"RT @RauZbigniew: Today, Bundestag obliged the 🇩🇪 govt. to commemorate in Berlin Polish victims of the #WWII, underlining in a resolution a…",,,https://twitter.com/PolandMFA/status/1322273809768960000,"Oct 30, 2020"
RT @RauZbigniew: I would like to express my sincere condolences to the families and relatives of the victims of the earthquake that struck…,,,https://twitter.com/PolandMFA/status/1322265969876750336,"Oct 30, 2020"
"🇵🇱 candidate for the position of @OECD Secretary General, minister @MKiS_GOV_PL @KurtykaMichal presented his vision of the directions of the #OECD's development to the ambassadors of its Member States accredited in Poland. The VTC was chaired by the dep. FM @paweljabIonski.",https://t.co/eam81hmGn7,http://t.co/eam81hmGn7,https://twitter.com/PolandMFA/status/1322178341865201665,"Oct 30, 2020"
"Today FM @RauZbigniew held a ☎️ call with the FM of #Sweden 🇸🇪 @AnnLinde.

➡️The main topics of the talks were bilateral and regional cooperation in the field of security policy and the Eastern neighbourhood, as well as coop. within the framework of @OSCE.",https://t.co/2M2vxFcIBF,http://t.co/2M2vxFcIBF,https://twitter.com/PolandMFA/status/1322155205945950209,"Oct 30, 2020"
"Today FM @RauZbigniew had a fruitful conversation with @AJCGlobal Executive Director @DavidHarrisAJC.

Topics included:

🔸strengthening of the transatlantic partnership;
🔸the role of AJC Central Europe office in #Warsaw, opened in 2017, as an effective avenue for cooperation.",https://t.co/P7aJG9Cuut,http://t.co/P7aJG9Cuut,https://twitter.com/PolandMFA/status/1321839007328862208,"Oct 29, 2020"
RT @RauZbigniew: Nous exprimons notre solidarité avec la France 🇫🇷 et partageons la douleur après le terrifiant acte de barbarie qui a touc…,,,https://twitter.com/PolandMFA/status/1321823706633568256,"Oct 29, 2020"
"Dear Friends from #Turkey, happy Republic Day from #Poland🇵🇱!

Best wishes for #29Ekim! 🇵🇱🇹🇷",https://t.co/xKc0OrfQHa,http://t.co/xKc0OrfQHa,https://twitter.com/PolandMFA/status/1321725271091879936,"Oct 29, 2020"
"The 🇵🇱 government proposed the incumbent Minister of Climate and Environment @KurtykaMichal as a candidate for the position of the Secretary General of the Organisation for Economic Co-operation and Development @OECD .

Read more:⤵️",https://t.co/r6ap98gy8z,http://t.co/r6ap98gy8z,https://twitter.com/PolandMFA/status/1321410730617438209,"Oct 28, 2020"
"🎆Happy Independence Day to our Czech 🇨🇿 friends - from #Poland 🇵🇱! 

#CzechRepublic",https://t.co/OGyK4t8uBj,http://t.co/OGyK4t8uBj,https://twitter.com/PolandMFA/status/1321385099712172033,"Oct 28, 2020"
"- I am glad that the #V4 countries started a viable, regular process of information exchange to enhance the effectiveness of our efforts to fight the #COVID19 pandemic, - said FM @RauZbigniew during a conversation with the 🇸🇰 FM.


More⬇️",https://t.co/D1qrnlNTJU,http://t.co/D1qrnlNTJU,https://twitter.com/PolandMFA/status/1321112608116756480,"Oct 27, 2020"
"Dep. FM @marcin_przydacz attended a conference organised by @AtlanticCouncil as part of #CentralEuropeWeek.
 
The discussion, attended by the #V4 Foreign Ministers and dep. FM, focused on shaping the transatlantic agenda in the aftermath of the #COVID19 pandemic.",https://t.co/RkWHSMD8Zs,http://t.co/RkWHSMD8Zs,https://twitter.com/PolandMFA/status/1320791853080453121,"Oct 26, 2020"
"FM @RauZbigniew held a 📺 conference with the 🇸🇰 FM @IvanKorcok.
 
The ministers discussed 🇵🇱-🇸🇰 infrastructure cooperation, current issues in Eastern Europe, as well as the coordination of #V4 efforts in the fight against #COVID19.",https://t.co/g1en3100HC,http://t.co/g1en3100HC,https://twitter.com/PolandMFA/status/1320790751597518849,"Oct 26, 2020"
"RT @AtlanticCouncil: 🇵🇱""One day this pandemic will be over, but the security threats and the interests between Poland, Central Europe, and…",,,https://twitter.com/PolandMFA/status/1320776686401703937,"Oct 26, 2020"
"What we now need is mutual respect, dialogue and cooperation. Not words that divide and further escalate tensions between allies.",https://t.co/ceqlwCYee8,http://t.co/ceqlwCYee8,https://twitter.com/PolandMFA/status/1320758769509425152,"Oct 26, 2020"
"RT @EUatUN: #EU🇪🇺 Ambassadors @UN🇺🇳 are united in their #PledgetoPause⏸️

⚠️Misinformation can have dire consequences on our health, human…",,,https://twitter.com/PolandMFA/status/1320755265197776896,"Oct 26, 2020"
RT @RauZbigniew: Washington meetings of the FMs of Armenia 🇦🇲 and Azerbaijan 🇦🇿 have created an opportunity to end the military confrontati…,,,https://twitter.com/PolandMFA/status/1320694362758676482,"Oct 26, 2020"
"Best wishes and congratulations from Poland 🇵🇱 to our Austrian 🇦🇹 friends on the occasion of National Day!

Happy #Nationalfeiertag, Austria! 🎉",https://t.co/ar4YkzMQAs,http://t.co/ar4YkzMQAs,https://twitter.com/PolandMFA/status/1320641401907040256,"Oct 26, 2020"
"Today we celebrate the 7⃣5⃣th anniversary of #UN.

To mark this occasion the 🇵🇱 MFA's building was lit UN blue and the 🇺🇳 flags were flown. 

“Shaping our Future Together” is the theme of this year’s celebration.

#Poland 🇵🇱 – #UN 🇺🇳

#UN75 #UNweek",https://t.co/VZrk4LSBhY,http://t.co/VZrk4LSBhY,https://twitter.com/PolandMFA/status/1320071306562441217,"Oct 24, 2020"
RT @PLinUN: #OTD in 1945 🇺🇳 was founded. To celebrate this anniversary the first day of issue cover was released today by Polish Post 🇵🇱 wi…,,,https://twitter.com/PolandMFA/status/1319995055642415110,"Oct 24, 2020"
"Poland is satisfied that on October 22, the EU🇪🇺 imposed restrictive measures on 2 persons and 1 entity for cyber-attack against the 🇩🇪 Parliament in April and May 2015.

More: ➡️",https://t.co/RuZt1NM1fM,http://t.co/RuZt1NM1fM,https://twitter.com/PolandMFA/status/1319743386077794307,"Oct 23, 2020"
"Today in #Geneva after long negotiations the sides of the civil war in #Libya 🇱🇾, which has begun in 2014, reached an agreement about the ceasefire.
 
🇵🇱 was advocating a peaceful solution to the conflict since its start.
 
Congratulations to Libyans for this important decision!",,,https://twitter.com/PolandMFA/status/1319693093713678338,"Oct 23, 2020"
"The #UNWeek to mark the 75th anniversary of the establishment of the @UN ended today with a debate about the role of Poland🇵🇱 in the 🇺🇳.
 
FM @RauZbigniew inaugurated today’s panel in which dep. FM @Piotr_Wawrzyk was one of the panellists. 
 
Read more:",https://t.co/lvJwMVu7xk,http://t.co/lvJwMVu7xk,https://twitter.com/PolandMFA/status/1319678470159552512,"Oct 23, 2020"
"Today FM @RauZbigniew met with the 🇷🇴 Ambassador to Poland @OvidiuDranga.

The main topics of the talks were:
🔸🇵🇱-🇷🇴 strategic partnership,
🔸development of the #3SI, 
🔸prospects for further strengthening of bilateral cooperation.

More information⤵️",https://t.co/RM2c1Gj92s,http://t.co/RM2c1Gj92s,https://twitter.com/PolandMFA/status/1319664541303799809,"Oct 23, 2020"
"🇵🇱 Poland's Jakub Czepek PhD was elected as one of 25 experts to the @UN Subcommittee on Prevention of Torture for 2021-2024.
 
✅The Subcommittee works to build a proactive approach to the prevention of torture and ill treatment.
 
#SPT #OPCAT
 
More⤵️",https://t.co/iS1ClICdHp,http://t.co/iS1ClICdHp,https://twitter.com/PolandMFA/status/1319615722126004225,"Oct 23, 2020"
"FM @RauZbigniew held a ☎️ call with FM of #Rwanda 🇷🇼 @Vbiruta. 

The conversation concerned bilateral relations & cooperation in international forums, also within the context of the #EU 🇪🇺 - #AfricanUnion relations and the emerging African Continental Free Trade Area #AfCFTA.",https://t.co/S7fFPr1C6x,http://t.co/S7fFPr1C6x,https://twitter.com/PolandMFA/status/1319587069992275968,"Oct 23, 2020"
"FM @RauZbigniew took part in the signing of the Geneva Consensus Declaration.

In his speech 🇵🇱 FM stressed the fundamental role family plays in the development of a strong society, and the right of every woman to lead a healthy life.
⬇️",https://t.co/Uic3jxPI5S,http://t.co/Uic3jxPI5S,https://twitter.com/PolandMFA/status/1319572870645809152,"Oct 23, 2020"
"RT @PremierRP_en: This year’s #SakharovPrize symbolizes #solidarity with Belarusians who fight for democracy, freedom of speech and self-de…",,,https://twitter.com/PolandMFA/status/1319327240908308483,"Oct 22, 2020"
"FM @RauZbigniew confirmed 🇵🇱 support for the Geneva Consensus Declaration signed today by 30+ countries.

The declaration aims to reaffirm commitment to protect human life, strengthen family as the foundational unit of society and to achieve better health for women.",https://t.co/vQeThH3XNc,http://t.co/vQeThH3XNc,https://twitter.com/PolandMFA/status/1319318865617260545,"Oct 22, 2020"
"""In times of the pandemic, the #V4 cooperation is more important than ever before,"" FM @RauZbigniew stressed during today's meeting with his 🇭🇺 counterpart Péter Szijjártó.

Read more:",https://t.co/FGZS1qfFkE,http://t.co/FGZS1qfFkE,https://twitter.com/PolandMFA/status/1319303179373367296,"Oct 22, 2020"
"Today, in Warsaw, FM @RauZbigniew met with his 🇭🇺 counterpart Péter #Szijjártó.

The meeting focused on bilateral and regional cooperation, especially within the #V4 format, as well as on issues on the current European agenda and efforts to combat #COVID19.",https://t.co/pglOZ7NcfX,http://t.co/pglOZ7NcfX,https://twitter.com/PolandMFA/status/1319264271386222593,"Oct 22, 2020"
RT @PLinUN: Since 2012 Polish 🇵🇱 youth is represented at the 🇺🇳 by its delegate. He or she actively participates in the UN General Assembly…,,,https://twitter.com/PolandMFA/status/1319251840718995457,"Oct 22, 2020"
"Poland🇵🇱 supports the statements of the governments of the USA🇺🇸, Canada🇨🇦 and Great Britain🇬🇧 attaching to the Russian GRU the responsibility for spreading destructive malware, and for numerous cyberattacks.

Read more:",https://t.co/Cz2iuq6IWn,http://t.co/Cz2iuq6IWn,https://twitter.com/PolandMFA/status/1319232082963476480,"Oct 22, 2020"
"Dep. FM @paweljabIonski took part in a VTC with @LeniStenseth, Dep. Commissioner General @UNRWA 🇺🇳.

For 15 years, 🇵🇱 has been supporting education, health protection and humanitarian aid intiatives for 🇵🇸 refugees. @polskapomoc has already donated nearly 💲4M.",https://t.co/Sc82n9WQtO,http://t.co/Sc82n9WQtO,https://twitter.com/PolandMFA/status/1318926791256526848,"Oct 21, 2020"
"☎️ FM @RauZbigniew held a telephone call with the 🇮🇱 FM @Gabi_Ashkenazi.

The discussion concentrated on 🇵🇱-🇮🇱 bilateral relations and the dynamic of changes in the Middle East.",https://t.co/yxcKhUqmqW,http://t.co/yxcKhUqmqW,https://twitter.com/PolandMFA/status/1318822158756438016,"Oct 21, 2020"
"Dep. FM @paweljabIonski and dep. FM of Iraq🇮🇶 Muahid Saleh attended Polish🇵🇱 and Iraqi🇮🇶 political consultations in Warsaw.

Bilateral cooperation and the situation in Iraq and the Middle East were the subjects of the meeting.",https://t.co/THnEB0WPzJ,http://t.co/THnEB0WPzJ,https://twitter.com/PolandMFA/status/1318622809199968258,"Oct 20, 2020"
RT @PremierRP_en: ⚪🔴⚪ A meeting between 🇵🇱PM @MorawieckiM and Belarusian opposition leader Sviatlana #Tsikhanouskaya is underway. Talks cov…,,,https://twitter.com/PolandMFA/status/1318539492748369920,"Oct 20, 2020"
"RT @PLinUN: Peacekeeping operations are an important #UN instrument for sustaining peace and security #unpeacekeeping. 

🪖In 2019 after 10…",,,https://twitter.com/PolandMFA/status/1318522794011955200,"Oct 20, 2020"
"RT @PLinNATO: 📣 CALL FOR PROPOSALS for projects to develop innovative ways of building resilience in #NATO countries. 

If you have ideas h…",,,https://twitter.com/PolandMFA/status/1318508036168781825,"Oct 20, 2020"
"Today FM @RauZbigniew held a phone call with 🇰🇷 FM Kang Kyung-wha.

The discussion concentrated on bilateral relations and possibilities of cooperation within international organisations. The situation on the Korean peninsula was also discussed.",https://t.co/WflshyopSH,http://t.co/WflshyopSH,https://twitter.com/PolandMFA/status/1318500515915890688,"Oct 20, 2020"
"RT @PLinUN: #Agenda2030 for sustainable development sets the 🇺🇳
 priorities for development at the global level🌐.

Poland 🇵🇱 actively works…",,,https://twitter.com/PolandMFA/status/1318164453037346816,"Oct 19, 2020"
"RT @PLinUN: Today we start the #UNWeek. Let’s celebrate #UN75 together!🇺🇳

Follow us this week to discover more about:

🔸Agenda2030,
🔸secur…",,,https://twitter.com/PolandMFA/status/1318160382498844672,"Oct 19, 2020"
"“My visit to Berlin, despite the difficult situation due to the #COVID19 pandemic, is an expression of significance that the 🇵🇱 government attaches to keeping good relations with Germany” said FM @RauZbigniew starting his visit to 🇩🇪.

Read more⤵️",https://t.co/zaf6DmVVlA,http://t.co/zaf6DmVVlA,https://twitter.com/PolandMFA/status/1317178134635098119,"Oct 16, 2020"
📺Watch our video summary of FM @RauZbigniew's visit to Paris 🇫🇷 and Berlin 🇩🇪 and the meeting of the #WeimarTriangle⤵️,https://t.co/sf674BAdtl,http://t.co/sf674BAdtl,https://twitter.com/PolandMFA/status/1317163844343652354,"Oct 16, 2020"
"– The declaration of #WeimarTriangle FMs reflects what unites our countries in the perception of the crisis in Belarus, relations between the 🇪🇺 and 🇷🇺, as well as threats from the Mediterranean basin – said FM @RauZbigniew during the meeting with 🇵🇱 media in 🇩🇪.",https://t.co/wm9weqPYCJ,http://t.co/wm9weqPYCJ,https://twitter.com/PolandMFA/status/1317089917831360512,"Oct 16, 2020"
"During his visit to 🇩🇪, FM @RauZbigniew met with Dietmar #Woidke, Minister President of Brandenburg and coordinator for 🇩🇪-🇵🇱 Cross-Border and Regional Cooperation.

Main topics of the talks:
🔸cross-border and regional cooperation,,
🔸🇵🇱 minority in 🇩🇪,
🔸combating #COVID19.",https://t.co/p7a6u2Ydjp,http://t.co/p7a6u2Ydjp,https://twitter.com/PolandMFA/status/1317056270768197633,"Oct 16, 2020"
"Yesterday during meeting of #WeimarTriangle in #Paris FM @RauZbigniew and the FMs of 🇫🇷 @JY_LeDrian & 🇩🇪 @HeikoMaas signed a joint statement, reaffirming the 🇪🇺’s vocation to act and promote peace, security, democracy and human rights.

Read more⤵️",https://t.co/JTc4n78Wl8,http://t.co/JTc4n78Wl8,https://twitter.com/PolandMFA/status/1317035597316370433,"Oct 16, 2020"
"Today we celebrate the 7⃣5⃣th anniversary of signing of the United Nations Charter by 🇵🇱. 

Polish delegate was not present during the founding conference but given the 🇵🇱 contribution to the defeat of Nazism a blank space was left for Poland - the 51st 🇺🇳founding member.

#UN75",https://t.co/66LuzLjbG3,http://t.co/66LuzLjbG3,https://twitter.com/PolandMFA/status/1317007793258438656,"Oct 16, 2020"
"FM @RauZbigniew today in Berlin:

– The availability of Polish language teaching in Germany, to Polish citizens as well as to German citizens of Polish descent, is a recurrent topic in 🇵🇱🇩🇪 bilateral talks. It is also closely linked to our shared efforts to teach history.",https://t.co/XK8Qdv1OTf,http://t.co/XK8Qdv1OTf,https://twitter.com/PolandMFA/status/1316802654127951873,"Oct 15, 2020"
"FM @RauZbigniew during today's press conference in Berlin:

– In our bilateral relations, all matters that are linked to our shared, also very tragic, history are of great importance to us. We, in 🇵🇱, hope that the issue of a monument to Polish #WW2 victims will soon be resolved.",https://t.co/wBhmM7CuRT,http://t.co/wBhmM7CuRT,https://twitter.com/PolandMFA/status/1316798852880642048,"Oct 15, 2020"
"The main focus of FM @RauZbigniew's talks with FM 🇩🇪 @HeikoMaas as well as of today's 🇵🇱🇩🇪 consultations in Berlin was on a range of topics on the current bilateral, European and international agenda.

The visit came directly after the 🇵🇱🇫🇷🇩🇪 meeting held in Paris this morning.",https://t.co/oTvp90Kf9H,http://t.co/oTvp90Kf9H,https://twitter.com/PolandMFA/status/1316794874277101569,"Oct 15, 2020"
"Deputy FM @marcin_przydacz received today 🇹🇭's new Ambassador to 🇵🇱 Chettaphan Maksamphan.

The meeting focused on 🇵🇱🇹🇭 relations, especially on economic and investment cooperation, as well as on the impact of the pandemic on international relations and the global economy.",https://t.co/sDwRPcK2iN,http://t.co/sDwRPcK2iN,https://twitter.com/PolandMFA/status/1316746298062708736,"Oct 15, 2020"
"FM @RauZbigniew in Paris:

– I would like to extend an invitation to my colleagues to come to 🇵🇱 next year, which will mark the 30th anniversary of the #WeimarTriangle, an initiative whose usefulness in tough times for the #EU is unquestionable, as proven by our today's meeting.",https://t.co/mbhSVPujOk,http://t.co/mbhSVPujOk,https://twitter.com/PolandMFA/status/1316744261136773122,"Oct 15, 2020"
"FM @RauZbigniew at today's 🇵🇱🇫🇷🇩🇪 press conference:

– This meeting was a great opportunity for us, representing different parts of Europe and the #EU, to exchange views and to note with satisfaction that our stances on key issues for 🇪🇺's security and future are very similar.",https://t.co/LFKBLOIs2r,http://t.co/LFKBLOIs2r,https://twitter.com/PolandMFA/status/1316740902111653888,"Oct 15, 2020"
"Dramatic deterioration of #HumanRights situation in 🇷🇺 as well as illegal activities of the #Kremlin will not remain unaddressed by the international community.

Today, #EU 🇪🇺 has adopted sanctions against 6 persons and 1 entity responsible for the attempted murder on @Navalny.",,,https://twitter.com/PolandMFA/status/1316716976061001728,"Oct 15, 2020"
"Today, in Paris, 🇵🇱🇫🇷🇩🇪 FMs talked about the situation in the #EU neighbourhood, especially in Belarus, 🇪🇺🇷🇺 relations and perspectives for reinforcing the #EaP. They also discussed transatlantic ties and 🇪🇺🇨🇳 relations.

The meeting was the first in the Weimar format since 2016.",https://t.co/hB4URYXtLT,http://t.co/hB4URYXtLT,https://twitter.com/PolandMFA/status/1316683713837764608,"Oct 15, 2020"
"FM @RauZbigniew met in Paris with 🇫🇷 FM @JY_LeDrian.

The FMs discussed the current state of 🇵🇱🇫🇷 relations and of sectoral cooperation, above all economic, under the Cooperation Programme for 2020-23. They also exchanged on security matters in bilateral and European frameworks.",https://t.co/exQcK0jVRS,http://t.co/exQcK0jVRS,https://twitter.com/PolandMFA/status/1316665926092230665,"Oct 15, 2020"
"Today dep. FM @SzSz_velSek met with Ovidiu Dranga, the Ambassador of Romania 🇷🇴 to Poland 🇵🇱.
 
The very good state of 🇵🇱🇷🇴 bilateral relations was emphasized. Topics included security issues, the Three Seas Initiative and the situation in #Belarus.",https://t.co/pw2OMxigig,http://t.co/pw2OMxigig,https://twitter.com/PolandMFA/status/1316422182977888256,"Oct 14, 2020"
"RT @PremierRP_en: On the occasion of Mother’s Day celebrated in #Belarus on the 14th of October, we wish all mothers that the world notice…",,,https://twitter.com/PolandMFA/status/1316414666831269889,"Oct 14, 2020"
"On October 14-16, FM @RauZbigniew will visit #France and #Germany, where he will meet with his counterparts: 🇫🇷 @JY_LeDrian and 🇩🇪 @HeikoMaas.",https://t.co/MVTLQqdpn0,http://t.co/MVTLQqdpn0,https://twitter.com/PolandMFA/status/1316379583709679617,"Oct 14, 2020"
"RT @NATO: Working together, we are fighting COVID19, protecting our people and tackling disinformation.

🔁 Retweet if you're with us 

#NAT…",,,https://twitter.com/PolandMFA/status/1316296120545546240,"Oct 14, 2020"
"Dep. FM @SzSz_velSek received the Ambassador of the Sovereign Order of Malta Niels Carl A. Lorijn, who on October 12 submitted copies of credentials.

The talks concentrated on Order's humanitarian activities, including related to COVID19, and future areas of cooperation with 🇵🇱.",https://t.co/zQsR5d2J6a,http://t.co/zQsR5d2J6a,https://twitter.com/PolandMFA/status/1316038184061542400,"Oct 13, 2020"
