tablescraper-selected-row,tablescraper-selected-row href,grey
"We pray today for teachers who have to work so hard to take lessons via the internet and other media channels, and we also pray for students who have to take exams in a way they are not used to. Let us accompany them with prayer.",https://twitter.com/Pontifex/status/1253589145987043328,"Apr 24, 2020"
"The pandemic reminds us there are no differences or borders between those who suffer. We are all frail, all equal, all precious. May we be profoundly shaken: Now is the time to eliminate inequalities and heal the injustice undermining the health of the entire human family!",https://twitter.com/Pontifex/status/1253284985966133248,"Apr 23, 2020"
"Peter's secret weapon is Jesus's prayer. Jesus prays for Peter that his faith might not fail. What He did with Peter He does for all of us. Jesus prays for us before the Father, showing His wounds, the price of our salvation. #HomilySantaMarta",https://twitter.com/Pontifex/status/1253254788055252992,"Apr 23, 2020"
"There are families in need who cannot work and have nothing to eat. Then along come usurers to take what little they have. Let us #PrayTogether for these families' dignity. And let us pray also for the usurers, that the Lord might touch their hearts and convert them.",https://twitter.com/Pontifex/status/1253244446352834564,"Apr 23, 2020"
"Earth Day is an occasion to renew our commitment to love our common home, which is not a warehouse to exploit. Let us care for it and for the weakest members of our human family. #EarthDay50",https://twitter.com/Pontifex/status/1252922599748718598,"Apr 22, 2020"
"Let us allow the love of God - who sent His Son Jesus - to enter into us, and help us see with the light of the Spirit. Let us ask ourselves: Do I walk in the light or in darkness? Am I a child of God? Or have I ended up like a poor ""bat""? #HomilySantaMarta",https://twitter.com/Pontifex/status/1252896174178095109,"Apr 22, 2020"
"When we are in a state of sin, we are like ""human bats"" who can move about only at night. We find it easier to live in darkness because the light reveals to us what we do not want to see. But then our eyes grow accustomed to darkness and we no longer recognize the light.",https://twitter.com/Pontifex/status/1252893657545531392,"Apr 22, 2020"
"At this moment in which unity among us is very necessary, let us pray for Europe, so that it might succeed in creating the fraternal unity which the founding fathers drempt of for the European Community. #PrayTogether",https://twitter.com/Pontifex/status/1252891188107137024,"Apr 22, 2020"
"In the time of trial that we are presently undergoing, we experience our frailty. We need the Lord, who sees an irrepressible beauty beyond that frailty. With Him we rediscover how precious we are, even in our vulnerability.",https://twitter.com/Pontifex/status/1252560211874906113,"Apr 21, 2020"
"Many things can divide communities: money, vanity, gossip. But the Spirit comes to save us from divisions. The Holy Spirit is the Master of harmony. He creates harmony in the community, because He Himself is harmony, the harmony between the Father and the Son. #HomilySantaMarta",https://twitter.com/Pontifex/status/1252528677209899010,"Apr 21, 2020"
"There's a lot of silence at this moment. May this silence, which is a bit new to what we are accustomed, teach us how to listen. Let us #PrayTogether that we might grow in our ability to listen.",https://twitter.com/Pontifex/status/1252491453261066241,"Apr 21, 2020"
"The Christian response to the storms of life and history can only be mercy: compassionate love among us and toward everyone, especially toward those who suffer, who have more difficulties, and are abandoned.",https://twitter.com/Pontifex/status/1252197823203999745,"Apr 20, 2020"
"To be Christian is not only to fulfill the Commandments, but ""to be born again"" and allow the Spirit to enter in us and carry us wherever He wants. This is the freedom of the Spirit. May the Lord help us always to be docile to the Spirit. #HomilySantaMarta",https://twitter.com/Pontifex/status/1252171378918404096,"Apr 20, 2020"
"Let us #PrayTogether for the men and women who have a vocation to political life, which is a high form of charity. We pray for political parties in various nations, so that in this pandemic they might together seek the good of the country and not the good of their own party.",https://twitter.com/Pontifex/status/1252154375495200768,"Apr 20, 2020"
The Lord waits for us to offer him our failings so that he can help us experience his mercy. #DivineMercySunday,https://twitter.com/Pontifex/status/1251842988201967616,"Apr 19, 2020"
"The faithful and patient mercy of God never tires of reaching out to lift us up when we fall. He wants us to see him, not as a taskmaster with whom we have to settle accounts, but as our Father who always raises us up. #DivineMercySunday",https://twitter.com/Pontifex/status/1251835435392868352,"Apr 19, 2020"
"Today the simple and disarming love of Jesus revives the heart of Thomas (Jn 20,19-31).  Like the apostle Thomas, let us accept mercy, the salvation of the world.  And let us show mercy to those who are most vulnerable; for only in this way will we build a new world.",https://twitter.com/Pontifex/status/1251827886467629057,"Apr 19, 2020"
Where does the Apostles' courage come from? It is a gift of the Holy Spirit. Boldness - courage - is a gift that the Lord gives on the day of Pentecost. The Christian mission is born from this gift of the Holy Spirit. #HomilySantaMarta,https://twitter.com/Pontifex/status/1251443215414235136,"Apr 18, 2020"
"We remember the difficult task entrusted to healthcare providers, nurses and doctors, in caring for persons with disabilities who have come down with Covid-19. Let us #PrayTogether for persons with disabilities and those who assist them.",https://twitter.com/Pontifex/status/1251411773980368897,"Apr 18, 2020"
"The disciples had progressed in familiarity with the Lord. May the Lord also teach us this familiarity with Him, which is personal, but always communitarian: a familiarity in everyday life, in the sacraments, in the midst of the people of God. #HomilySantaMarta",https://twitter.com/Pontifex/status/1251092023987355650,"Apr 17, 2020"
"Let us #PrayTogether for expectant women who will become mothers and who ask themselves: ""What type of world will my child live in?"". May the Lord give them the courage and confidence that it will certainly be a different world, but also one which the Lord will love tremendously.",https://twitter.com/Pontifex/status/1251051250222878721,"Apr 17, 2020"
"The joy of the Lord is your strength (Neh 8:10). The joy of the Lord is the great strength we possess which drives us to continue being witnesses of life. Today let us ask for the grace of this joy, which is a fruit of the Holy Spirit. #HomilySantaMarta",https://twitter.com/Pontifex/status/1250752045893599233,"Apr 16, 2020"
"The #GospelOfTheDay (Lk 24:35-48) is one of my favorites: ""Their joy kept them from believing"" (v. 41). To be filled with joy: It is not merely being happy, positive, but is something else. It is to be filled with consolation, filled with the Lord's presence. #HomilySantaMarta",https://twitter.com/Pontifex/status/1250744496394035201,"Apr 16, 2020"
"Let us #PrayTogether for pharmacists. They are working hard, together with doctors and nurses, to help the sick get better.",https://twitter.com/Pontifex/status/1250739534825959425,"Apr 16, 2020"
"They are called children of God who have learned the art of peace and exercise it, knowing that there is no reconciliation without the gift of one’s own life, and that peace must be sought always and in every situation. #Beatitudes #GeneralAudience",https://twitter.com/Pontifex/status/1250385883364298753,"Apr 15, 2020"
"God's faithfulness is a patient fidelity to His people. God listens, guides, explains slowly, and kindles the heart as He did with the two disciples who had traveled far from Jerusalem: He made their hearts burn so they would return home. #HomilySantaMarta",https://twitter.com/Pontifex/status/1250354513489379328,"Apr 15, 2020"
"Let us #PrayTogether for the elderly, especially those who are isolated or in rest homes and are afraid of dying alone. They are our roots. They gave us the faith, tradition, and a sense of belonging. Let us pray that the Lord might be near to them.",https://twitter.com/Pontifex/status/1250325169987452929,"Apr 15, 2020"
"Jesus' resurrection shows us that death does not have the last world; life does. Christ has been raised, so it is possible to have a positive outlook on every event of our existence, even the most difficult ones and those charged with anguish and uncertainty.",https://twitter.com/Pontifex/status/1250023495263756289,"Apr 14, 2020"
"To repent means returning to faithfulness. Today let us ask for the grace to look beyond our own security, and to be faithful even before the tomb and the collapse of so many illusions. Remaining faithful is not easy. May the Lord keep us faithful. #HomilySantaMarta",https://twitter.com/Pontifex/status/1249997695994994689,"Apr 14, 2020"
"Let us #PrayTogether that the Lord might give us the grace of unity among us. In these difficulties times, may He allow us to discover the communion that binds us and the unity which is greater than any division.",https://twitter.com/Pontifex/status/1249981678589743104,"Apr 14, 2020"
"In the #GospelOfTheDay we hear that the women proclaimed Jesus' Resurrection to the disciples. Today I would like to remember the efforts that so many women make to take care of others, even during this health crisis.",https://twitter.com/Pontifex/status/1249661108501307392,"Apr 13, 2020"
"We will either bet on life, in favor of the resurrection of our people, or we will bet on the god of money, turning back to the tomb of hunger, slavery, war, the making of weapons, of children without an education. #HomilySantaMarta",https://twitter.com/Pontifex/status/1249634348749541376,"Apr 13, 2020"
"Let us #PrayTogether for government leaders, scientists and politicians who are beginning to study a way out of the pandemic, though its ""aftermath"" has already begun. May they find the right way, always for the good of their people.",https://twitter.com/Pontifex/status/1249606279514988545,"Apr 13, 2020"
"Dear brothers and sisters, Indifference, self-centredness, division and forgetfulness are not words we want to hear at this time. We want to ban these words for ever!",https://twitter.com/Pontifex/status/1249298719691829248,"Apr 12, 2020"
"In this night, the Church’s voice rings out: “Christ, my hope, is risen!”. This is a different “contagion”, a message transmitted from heart to heart – for every human heart awaits this Good News. It is the contagion of hope: “Christ, my hope, is risen!”.",https://twitter.com/Pontifex/status/1249291171450380289,"Apr 12, 2020"
"Tonight we acquire a fundamental right: the right to hope. It is a new and living hope that comes from God. It is not mere optimism; it is a gift from heaven, which we could not have earned on our own.",https://twitter.com/Pontifex/status/1249083900565114880,"Apr 11, 2020"
"Let us silence the cries of death, no more wars! Since we need bread, not guns. Let the abortion and killing of innocent lives end. May the hearts of those who have enough be open to filling the empty hands of those who do not have the bare necessities.",https://twitter.com/Pontifex/status/1249079954593263617,"Apr 11, 2020"
"Do not be afraid, do not yield to fear: This is the message of hope. It is addressed to us, today. These are the words that God repeats to us this very night.",https://twitter.com/Pontifex/status/1249078509248675847,"Apr 11, 2020"
"Let us direct our gaze to the Man of the Shroud, in whom we recognize the features of the Servant of the Lord, which Jesus accomplished in His Passion. Participate in the prayer before the Holy Shroud through the media at 5 PM:",https://twitter.com/Pontifex/status/1248958980803702786,"Apr 11, 2020"
"This Face disfigured by wounds communicates great peace.  His gaze is directed not to our eyes but to our heart, as if to say: Have faith, do not lose hope. The power of the love of God, the power of the Risen One overcomes all things. #HolyShroud",https://twitter.com/Pontifex/status/1248898582796800000,"Apr 11, 2020"
"Gaze upon the outstretched arms of Christ crucified, let yourself be saved over and over again. #PrayTogether #GoodFriday",https://twitter.com/Pontifex/status/1248505997162881024,"Apr 10, 2020"
Let us #PrayTogether. Follow the Easter Triduum liturgies:,https://twitter.com/Pontifex/status/1248211555759652864,"Apr 09, 2020"
"Dear brother priests, we have been anointed to anoint, to give of ourselves. Let us #PrayTogether today asking for the humility to protect this gift of anointing, and imploring God's mercy for the people entrusted to us and for the entire world. #HolyThursday",https://twitter.com/Pontifex/status/1248176177833017346,"Apr 09, 2020"
"From the open heart of the Crucified one, God’s love reaches each one of us. Let us allow His gaze to rest on us. We will understand that we are not alone, but loved, for the Lord does not abandon us and He never, ever forgets us. #GeneralAudience",https://twitter.com/Pontifex/status/1247856718291144710,"Apr 08, 2020"
"Let's think of the little Judas that we all have within ourselves. Every one of us is capable of choosing between loyalty and self-interest. We are each capable of betraying, of selling, of making choices based on our own interests. Where are you, Judas? #HomilySantaMarta",https://twitter.com/Pontifex/status/1247818969781657607,"Apr 08, 2020"
"Let us pray today for the people doing business with those in need during this pandemic, who seek to profit from the needs of others and ""sell"" them. May the Lord touch and convert their hearts. #PrayTogether",https://twitter.com/Pontifex/status/1247776346912088069,"Apr 08, 2020"
"In these holy days let us stand before the Crucified One and let us ask for the grace to live in order to serve. May we reach out to those who are suffering and those most in need. May we not be concerned about what we lack, but what good we can do for others.",https://twitter.com/Pontifex/status/1247494333915258883,"Apr 07, 2020"
"There are always times in life when we fall, each one of us is a sinner. But what matters is our attitude before God. We ask for the grace to persevere in service and, when we fall, the grace to weep as Peter wept. #HomilySantaMarta",https://twitter.com/Pontifex/status/1247461066151530502,"Apr 07, 2020"
"In these days of #Lent, we've been witnessing the persecution that Jesus underwent and how He was judged ferociously, even though He was innocent. Let us #PrayTogether today for all those persons who suffer due to an unjust sentence because of someone had it in for them.",https://twitter.com/Pontifex/status/1247438777586298880,"Apr 07, 2020"
"The tragedy we are experiencing summons us to take seriously the things that are serious, and not to be caught up in those that matter less; to rediscover that life is of no use if not used to serve others. For life is measured by love.",https://twitter.com/Pontifex/status/1247131945181384705,"Apr 06, 2020"
"We will be judged on our relationship with the poor. When Jesus says, ""The poor you will always have with you"", he is saying, ""I will always be with you in the poor; I will be present there"". This is at the center of the Gospel, so much so that we will be judged on it.",https://twitter.com/Pontifex/status/1247105517828239360,"Apr 06, 2020"
"In those prisons that are overcrowded, there is the danger that this pandemic will end up as a grave tragedy. Let us #PrayTogether for those responsible, for those who must make decisions, so that they might find a correct and creative way to resolve this problem.",https://twitter.com/Pontifex/status/1247065944171651072,"Apr 06, 2020"
"Dear young people, feel called yourselves to put your lives on the line. Do not be afraid to devote your life to God and to others; it pays!For life is a gift we receive only when we give ourselves away, and our deepest joy comes from saying yes to love, without ifs and buts #WYD",https://twitter.com/Pontifex/status/1246784655820496903,"Apr 05, 2020"
"God saved us by serving us. We often think we are the ones who serve God. No, he is the one who freely chose to serve us, for he loved us first. It is difficult to love and not be loved in return. And it is even more difficult to serve if we do not let ourselves be served by God.",https://twitter.com/Pontifex/status/1246777104135606272,"Apr 05, 2020"
"Jesus experienced total abandonment in a situation he had never before experienced in order to be one with us in everything. He did it for me, for you, to say to us: “Do not be afraid, you are not alone. I experienced all your desolation in order to be ever close to you”.",https://twitter.com/Pontifex/status/1246769554887299073,"Apr 05, 2020"
"The Father upheld Jesus in his service.  He did not take away the evil that crushed him, but rather strengthened him in his suffering so that our evil could be overcome by good, by a love that loves to the very end. #PalmSunday",https://twitter.com/Pontifex/status/1246762005253386240,"Apr 05, 2020"
"This astonishes us: God saved us by taking upon himself all the punishment of our sins.  Without complaining, but with the humility, patience and obedience of a servant, and purely out of love. #PalmSunday",https://twitter.com/Pontifex/status/1246755240658993152,"Apr 05, 2020"
#PrayTogether,https://twitter.com/Pontifex/status/1246444914910490626,"Apr 04, 2020"
"By ourselves, we cannot remove the dust that sullies our hearts. Only Jesus, who knows and loves our heart, can heal it. #Lent is a time of healing.",https://twitter.com/Pontifex/status/1246407167936057345,"Apr 04, 2020"
"We should adopt the habit of examining the process of temptation in ourselves, which changes our hearts from good to bad: How did the process begin in my soul? How did it grow?... May the Holy Spirit enlighten us to have this interior awareness. #HomilySantaMarta",https://twitter.com/Pontifex/status/1246379171246493702,"Apr 04, 2020"
"In these painful times, people think of doing many good things. But others think of how they can take advantage of the situation to profit personally from it. Let us #PrayTogether that the Lord might grant an upright, transparent conscience to all of us.",https://twitter.com/Pontifex/status/1246353176443437057,"Apr 04, 2020"
"Dear friends, good evening! This evening I have the chance to enter your homes in a different way than usual. If you allow me, I would like to have a conversation with you for a few moments",https://twitter.com/Pontifex/status/1246139245040975874,"Apr 03, 2020"
"Today I would like to thank all new mothers who confront understandable fears. Thank you, as well, to those who affectionately and competently support them. The children born during this time of the #coronavirus are a sign of great hope.",https://twitter.com/Pontifex/status/1246044779198046208,"Apr 03, 2020"
"It would be good to stop a moment this Friday to think about the sorrow of Mary,the Sorrowful Mother,and to say ""thank you for accepting to be our Mother"".In the motherhood of Our Lady we see the Church's maternity which welcomes everyone.#HomilySantaMarta",https://twitter.com/Pontifex/status/1246015895157313542,"Apr 03, 2020"
"There are some who are already thinking about after the epidemic, and all the problems that will arise regarding poverty, work, hunger. Let us #PrayTogether for all the people who are helping today, but who are also thinking about how to help all of us tomorrow.",https://twitter.com/Pontifex/status/1245999790527336448,"Apr 03, 2020"
,https://twitter.com/Pontifex/status/1245723914384400387,"Apr 02, 2020"
"Let us #PrayTogether for the difficulties that families are encountering in these days with children with #autism, and all persons with disabilities.",https://twitter.com/Pontifex/status/1245682390825132032,"Apr 02, 2020"
"May our Christian existence be like that of our father Abraham: aware of having been chosen, joyful in moving toward a promise, and faithful in fulfilling the covenant. #HomilySantaMarta",https://twitter.com/Pontifex/status/1245648066272620544,"Apr 02, 2020"
"These days of pain and sadness are bringing many hidden problems in society to the surface. We ask St Teresa of Calcutta to reawaken in us the sense of nearness to so many persons who are hidden in normal life, such as the homeless. #PrayTogether",https://twitter.com/Pontifex/status/1245638767672582144,"Apr 02, 2020"
"What does it mean to have a “pure” heart? A purified heart is the result of a process that implies a liberation and a renunciation. The pure of heart is not born thus, it has lived an interior simplification, learning to renounce evil in itself. #Beatitudes #GeneralAudience",https://twitter.com/Pontifex/status/1245312453266694144,"Apr 01, 2020"
"""If you remain in my Word, you will indeed be my disciples"" (Jn 8:31). The disciple is someone who is free because he or she remains in the Lord. To remain in the Lord means allowing oneself to be guided by the Holy Spirit. #HomilySantaMarta",https://twitter.com/Pontifex/status/1245298821065736192,"Apr 01, 2020"
"Let us #PrayTogether for all who work in the media, who work to communicate, to inform us, so that people are not so isolated, and to educate children. We pray for all those who are helping us bear this time of isolation.",https://twitter.com/Pontifex/status/1245251188762841089,"Apr 01, 2020"
"The Lord frees and heals the heart, if we call on Him with humility and trust. #Lent",https://twitter.com/Pontifex/status/1244957616289320965,"Mar 31, 2020"
"Jesus took our sins upon Himself to the point of making Himself sin. It's not easy to understand this; we will never fully comprehend it. We can only contemplate, pray, and give thanks. #HomilySantaMarta",https://twitter.com/Pontifex/status/1244930030330929152,"Mar 31, 2020"
"Let us #PrayTogether for those who are homeless. In this moment when everyone is supposed to be at home, may society help them and may the Church welcome them.",https://twitter.com/Pontifex/status/1244908530223718402,"Mar 31, 2020"
"When we stand before the crucified Jesus, we see the depth of His love, which restores our dignity and sustains us. #Lent",https://twitter.com/Pontifex/status/1244602778422403072,"Mar 30, 2020"
"The Lord does justice for the innocent woman, forgives the sinner, condemns the corrupt ones, helps the hypocrites convert themselves. Each of us has our own story, our own sins. Let us look at the Lord who does justice, but who is also extremely merciful. #HomilySantaMarta",https://twitter.com/Pontifex/status/1244579671548874754,"Mar 30, 2020"
#PrayTogether for the many people who are not succeeding in coping and remain in fear because of this pandemic. May the Lord help them to have the strength to cope for the good the entire community.,https://twitter.com/Pontifex/status/1244545956663701504,"Mar 30, 2020"
We are one human family. Let us bring all hostilities to a halt.  May our joint fight against the #COVID-19 pandemic bring everyone to recognize the great need to reinforce brotherly and sisterly bonds. #globalceasefire @antonioguterres @UN,https://twitter.com/Pontifex/status/1244247938907455489,"Mar 29, 2020"
"In the #GospelOfTheDay (John11:1-45), Jesus tells us: ""I am the resurrection and the life... have faith. Amid grief, continue to have faith, even when it seems that death has won. Let the Word of God restore life where there is death”.",https://twitter.com/Pontifex/status/1244210189697454080,"Mar 29, 2020"
"Profoundly moved and troubled, He weeps (Jn 11:35). We ask the Lord for the grace of weeping today before all the people who are suffering the consequences of this pandemic. May today be for everyone like a Sunday of tears. #HomilySantaMarta",https://twitter.com/Pontifex/status/1244195091402518528,"Mar 29, 2020"
"I am thinking of the many people who are weeping.  We, too, accompany them from our hearts. It wouldn’t do us any harm to weep a bit as our Lord wept for all of His people. #PrayTogether",https://twitter.com/Pontifex/status/1244178661915398150,"Mar 29, 2020"
"During #Lent I invite you to halt in contemplation before the crucified Lord and repeat: “Jesus, you love me, transform me…”.",https://twitter.com/Pontifex/status/1243915753096654855,"Mar 28, 2020"
"It is not the time of your judgement, but of our judgement: a time to choose what matters and what passes away, a time to separate what is necessary from what is not. It is a time to get our lives back on track with regard to you, Lord, and to others.",https://twitter.com/Pontifex/status/1243898594110976000,"Mar 28, 2020"
"The people of God have a sense of knowing where the Spirit is, of knowing the paths of salvation. The people of God follow Jesus. They can't explain why, but they follow Him. And they never tire. #HomilySantaMarta",https://twitter.com/Pontifex/status/1243872962547273729,"Mar 28, 2020"
In these days we are beginning to see other consequences of the pandemic. One is hunger.  We're beginning to see the aftermath. Let us #PrayTogether for the families who find themselves in need and are already facing hunger due to the pandemic.,https://twitter.com/Pontifex/status/1243828434817646594,"Mar 28, 2020"
"But you, Lord, will not leave us at the mercy of the storm.  Tell us again: “Do not be afraid” (Mt 28:5).  And we, together with Peter, “cast all our anxieties onto you, for you care about us” (cf. 1 Pet 5:7).",https://twitter.com/Pontifex/status/1243619717153280003,"Mar 27, 2020"
"From this colonnade that embraces Rome and the whole world, may God’s blessing come down upon you as a consoling embrace.",https://twitter.com/Pontifex/status/1243618419171299329,"Mar 27, 2020"
Statio Orbis #PrayTogether,https://twitter.com/Pontifex/status/1243523163364999168,"Mar 27, 2020"
"Let us ask the Lord for the grace to fight against the evil spirit, to dialogue when we need to dialogue but, in the face of the spirit of fury, to have the courage to remain silent. #HomilySantaMarta",https://twitter.com/Pontifex/status/1243502678166118401,"Mar 27, 2020"
"Let us #PrayTogether for the many people who are concerned for others - families that don't have enough to eat, elderly people who are alone, the sick in hospital - and who pray and seek to help them. We thank the Lord for stirring these sentiments in the hearts of the faithful.",https://twitter.com/Pontifex/status/1243495526609321984,"Mar 27, 2020"
"If you find it hard to pray, don’t give up. Be still; make space for God to come in; let Him look at you, and He will fill you with His peace. #Lent",https://twitter.com/Pontifex/status/1243160778858885120,"Mar 26, 2020"
"In the context of the pandemic that threatens human life and the global economy, today we reiterate the teaching of #EvangeliumVitae to transmit the culture of life to future generations: an attitude of solidarity, care, and welcome. #GeneralAudience",https://twitter.com/Pontifex/status/1242798389789630466,"Mar 25, 2020"
"With her ""yes"" given to the Angel, the Virgin welcomed the Word made flesh and accepted to become the mother of the Son of God. So, in Mary, the encounter between God and man becomes reality. #GeneralAudience",https://twitter.com/Pontifex/status/1242783290760876032,"Mar 25, 2020"
#PrayTogether,https://twitter.com/Pontifex/status/1242727676089176064,"Mar 25, 2020"
"Let us stay united. I invite all Christians to direct their voices together toward Heaven, reciting the Our Father tomorrow, 25 March, at noon. #PrayTogether #PrayForTheWorld",https://twitter.com/Pontifex/status/1242480039482048512,"Mar 24, 2020"
"The #GospelOfTheDay (Jn 5:1-16) tells of a paralytic ailing from pessimism, sadness, tepidity: a poisonous fog surrounding the soul that doesn’t allow it to live. Then there is the symbol of our new life: the water that Jesus used to regenerate us in Baptism. #HomilySantaMarta",https://twitter.com/Pontifex/status/1242414049650003968,"Mar 24, 2020"
In these days a number of doctors and priests have died. Many nurses were infected because they were serving the sick. I thank God for the example of heroism they give us in caring for the sick. Let us #PrayTogether for them and their families.,https://twitter.com/Pontifex/status/1242399477849370627,"Mar 24, 2020"
"Today Jesus speaks those same words to you: “Take heart, I am here with you, allow me to enter and your life will change!” #Lent",https://twitter.com/Pontifex/status/1242073612296675330,"Mar 23, 2020"
"The first requirement for prayer is faith, the second is perseverance, and the third is courage. In these days when we need to pray more, let us ask ourselves if we pray like this. The Lord never deludes! He makes us wait, but He never deludes. #HomilySantaMarta",https://twitter.com/Pontifex/status/1242052379496890380,"Mar 23, 2020"
"Let us pray today for those persons who are beginning to experience economic problems due to the pandemic, because they cannot work. All of this affects the family. #PrayTogether",https://twitter.com/Pontifex/status/1242032028087980033,"Mar 23, 2020"
"We want to respond to the virus pandemic with the universality of prayer, compassion and tenderness. Let us stay united. I invite all Christians to direct their voices together toward Heaven, reciting the Our Father on Wednesday, 25 March, at noon. #PrayTogether",https://twitter.com/Pontifex/status/1241703674033901568,"Mar 22, 2020"
The #GospelOfTheDay (Jn 9:1-41) teaches us that sin is like a dark veil covering our face and keeping us from seeing ourselves and the world clearly. The Lord's forgiveness removes this cloak of darkness and gives us new light.,https://twitter.com/Pontifex/status/1241688574564630528,"Mar 22, 2020"
"In Jesus' presence, the true sentiments of the heart come forth. Let us read the #GospelOfTheDay (Jn 9:1-41) to understand what happens when Jesus passes by. #HomilySantaMarta",https://twitter.com/Pontifex/status/1241681024532107265,"Mar 22, 2020"
"Let us pray for the many people who are dying alone, without being able to say goodbye to their loved ones. Let us pray also for the families who cannot accompany their loved ones on that journey. #PrayTogether",https://twitter.com/Pontifex/status/1241677504244527106,"Mar 22, 2020"
"#Lent invites us to reflect on the meaning of life, sure in the knowledge that only in and with Christ will we find the answer to the mystery of suffering and death. We were not created for death, but for life in abundance: eternal life.",https://twitter.com/Pontifex/status/1241356385541140481,"Mar 21, 2020"
"The Lord forgives all our sins, but He needs me to show them to Him. The #GospelOfToday teaches us how to pray, how to draw near to the Lord: humbly, with our ""souls exposed"", without make-up, or dressing ourselves up with our own virtue. #HomilySantaMarta",https://twitter.com/Pontifex/status/1241333739675738113,"Mar 21, 2020"
"Today we remember the families who cannot leave their homes: may they know how to find a way of communicating well, and conquer the anguish of this moment together. Let us #PrayTogether for peace in families today during this crisis, and for creativity.",https://twitter.com/Pontifex/status/1241329022103105536,"Mar 21, 2020"
The fire of God’s love consumes the ashes of our sin. The embrace of the Father renews us from inside and purifies our heart. #Lent,https://twitter.com/Pontifex/status/1240978898134814720,"Mar 20, 2020"
"The God of tenderness will heal us of all life's wounds and of all the bad things we have done. Returning to God means returning to an embrace, the embrace of the Father. #HomilySantaMarta",https://twitter.com/Pontifex/status/1240953516144898050,"Mar 20, 2020"
"Let us #PrayTogether for doctors, hospital staff, and volunteers who are giving their own lives to save others. And for civil leaders, for those who have to make decisions at this time. All these people are the pillars defending us in this crisis.",https://twitter.com/Pontifex/status/1240942149740515332,"Mar 20, 2020"
"#PrayTogether, entrusting ourselves to the intercession of St. Joseph, who knew precariousness and bitterness. Though he worried about the future, he knew how to walk through the darkness of certain moments, always letting himself be guided by God's will without reservation.",https://twitter.com/Pontifex/status/1240713846085451776,"Mar 19, 2020"
"Dear Brothers and Sisters, this evening let us join together spiritually in the prayer of the Holy Rosary. May Mary, Health of the sick, and St Joseph, man of faith, intercede for us! #PrayTogether",https://twitter.com/Pontifex/status/1240713076980187136,"Mar 19, 2020"
Faith advances with humble and practical steps. #Lent,https://twitter.com/Pontifex/status/1240616510885789696,"Mar 19, 2020"
On this Feast of #StJoseph let us ask the Lord for the grace to live in the concreteness of everyday life and also in the 'concreteness' of the mystery. Entering into the mystery is not about dreaming; entering into the mystery means to adore.,https://twitter.com/Pontifex/status/1240572144549011457,"Mar 19, 2020"
"God's mercy is our liberation and our happiness. We need to forgive, because we ourselves need to be forgiven. #GeneralAudience #Beatitudes",https://twitter.com/Pontifex/status/1240254123053703169,"Mar 18, 2020"
"Our God is near and asks us to be near to one another. Perhaps right now we cannot draw near physically to others for fear of contagion, but we can reawaken in ourselves a habit of drawing near to others through prayer and mutual help. #HomilySantaMarta",https://twitter.com/Pontifex/status/1240237845475926017,"Mar 18, 2020"
"#PrayTogether for the deceased, those who have died because of the virus. Let us pray especially for healthcare providers who have given their life in service of the sick.",https://twitter.com/Pontifex/status/1240233839244578816,"Mar 18, 2020"
"Let us allow ourselves to be loved by God, so that we can give love in return. Let us allow ourselves to stand up and walk towards Easter. #Lent",https://twitter.com/Pontifex/status/1239891736547246081,"Mar 17, 2020"
The parable Jesus tells us (Mt 18:23-35) is very clear: asking forgiveness means forgiving. Both go together and cannot be separated. Forgiving is a condition for going to heaven. #HomilySantaMarta,https://twitter.com/Pontifex/status/1239872489381036033,"Mar 17, 2020"
"#PrayTogether for the elderly who are suffering in a particular way at this moment from great interior solitude, many times with a lot of fear. They gave us wisdom, life, our story... May we be near them with our prayer.",https://twitter.com/Pontifex/status/1239861641283592194,"Mar 17, 2020"
"“Repent”, in other words, “Change your life” (Mt 4:17), for a new way of living has begun. The time when you lived for yourself is over; now is the time for living with and for God, with and for others, with and for love. #Lent",https://twitter.com/Pontifex/status/1239529348375470090,"Mar 16, 2020"
"God always acts through the simple things: the simplicity of everyday work, the simplicity of prayer. But the worldly spirit moves us toward vanity, toward appearances that end in violence. #HomilySantaMarta",https://twitter.com/Pontifex/status/1239518021984665602,"Mar 16, 2020"
May the Lord help families discover new expressions of love in this situation. It's a beautiful opportunity to creatively rediscover affection in the family. #PrayTogether that relationships within the family might flourish always for the good.,https://twitter.com/Pontifex/status/1239509811194212359,"Mar 16, 2020"
"Let us ask for the grace to cultivate a desire for Christ, source of living water, the only one who can satisfy the thirst for life and love which we bear in our hearts. #Angelus",https://twitter.com/Pontifex/status/1239166960040120321,"Mar 15, 2020"
"The #GospelOfTheDay (Jn 4:5-42) tells us about Jesus' encounter with a woman, with a sinner who had the courage to tell Him the truth. May the Lord grant us the grace of praying always in truth. #HomilySantaMarta",https://twitter.com/Pontifex/status/1239151860075773953,"Mar 15, 2020"
"#PrayTogether today for those who are working to guarantee public services: those working in pharmacies, supermarkets, transportation, police officers, and for all those working to allow social and civil life to go ahead.",https://twitter.com/Pontifex/status/1239139865272496128,"Mar 15, 2020"
"Even before we set out to seek Him, we know that the Lord is seeking us and comes to meet and call us. We set out joyfully, for we know He is waiting for us! #Lent",https://twitter.com/Pontifex/status/1238842322546196490,"Mar 14, 2020"
