tablescraper-selected-row,linkified,linkified href,tablescraper-selected-row href,grey
Read about the hurricane preparedness briefing the President is receiving in Miami today:  #ActOnClimate,http://t.co/NfRkw4p8l7,http://t.co/NfRkw4p8l7,https://twitter.com/BarackObama/status/603965834206130176,"May 28, 2015"
A huge step forward in making sure our drinking water is clean. #CleanWaterRules,http://t.co/yRZIOgss8Z,http://t.co/yRZIOgss8Z,https://twitter.com/BarackObama/status/603942876301557760,"May 28, 2015"
Read why #CleanWaterRules are essential to prevent pollution and protect our drinking waters:,http://t.co/FXNuuAbJ5n,http://t.co/FXNuuAbJ5n,https://twitter.com/BarackObama/status/603685679214817280,"May 27, 2015"
"When 97 percent of climate scientists agree, it's time for the deniers to put politics aside and #ActOnClimate.",http://t.co/mbHMhbVJK9,http://t.co/mbHMhbVJK9,https://twitter.com/BarackObama/status/603663836705464320,"May 27, 2015"
RT @EPA: BREAKING NEWS: Our Clean Water Rule has been finalized.  Learn more: . #CleanWaterRul…,https://t.co/k58D7iTOXZ,http://t.co/k58D7iTOXZ,https://twitter.com/BarackObama/status/603608565832613888,"May 27, 2015"
These #CleanWaterRules will protect America's drinking water from polluters.,http://t.co/P643CfwEBV,http://t.co/P643CfwEBV,https://twitter.com/BarackObama/status/603578845275430912,"May 27, 2015"
Millions of Americans are counting on this.,http://t.co/ncc9veKX6Q,http://t.co/ncc9veKX6Q,https://twitter.com/BarackObama/status/603323168841801728,"May 26, 2015"
"RT @WhiteHouse: Sally Ride would've been 64 today.
Here's how she inspired us to reach for the stars →  …",http://t.co/hTKHwdxQ8w,http://t.co/hTKHwdxQ8w,https://twitter.com/BarackObama/status/603305433416105984,"May 26, 2015"
Cities nationwide are answering the President's call to #LeadOnLeave and #RaiseTheWage:,http://t.co/3VDPVvvCGz,http://t.co/3VDPVvvCGz,https://twitter.com/BarackObama/status/603249658379415552,"May 26, 2015"
"The President is pursuing the most progressive trade agreement in U.S. history. You can help fight for it, too:",http://t.co/uZvkgHBQ7J,http://t.co/uZvkgHBQ7J,https://twitter.com/BarackObama/status/603221733684809728,"May 26, 2015"
"RT @WhiteHouse: At 11:20am ET, watch President Obama speak on #MemorialDay at Arlington National Cemetery →  http://t…",http://t.co/vUssNvn1AA,http://t.co/vUssNvn1AA,https://twitter.com/BarackObama/status/602855338031722496,"May 25, 2015"
"""Americans gave everything they had—not for glory ... but for something greater than themselves."" —President Obama",http://t.co/4xV5ajotkU,http://t.co/4xV5ajotkU,https://twitter.com/BarackObama/status/602182928777490432,"May 23, 2015"
Today is the last day to get your application in for the @OFA Summer Fellowship program:,http://t.co/KqmyRwmWOl,http://t.co/KqmyRwmWOl,https://twitter.com/BarackObama/status/602159398274891776,"May 23, 2015"
Watch President Obama pay tribute to the United States Armed Forces in the weekly address:  #MemorialDayWeekend,http://t.co/NttY012PUi,http://t.co/NttY012PUi,https://twitter.com/BarackObama/status/602138797921443840,"May 23, 2015"
"If the U.S. doesn't #LeadOnTrade, others will. Let's make sure America writes the rules in this global economy:",http://t.co/BL15PXZBuC,http://t.co/BL15PXZBuC,https://twitter.com/BarackObama/status/601854518268157952,"May 22, 2015"
America needs to lead the way and #ActOnClimate.,http://t.co/w9QG9qPxF4,http://t.co/w9QG9qPxF4,https://twitter.com/BarackObama/status/601814771873251328,"May 22, 2015"
The deadline to be part of the summer #OFAFellows program is tomorrow—apply here:,http://t.co/yN8vcgQg7f,http://t.co/yN8vcgQg7f,https://twitter.com/BarackObama/status/601785267977113600,"May 22, 2015"
LIVE: The President is speaking to the Adas Israel Congregation in celebration of Jewish American Heritage Month.,http://t.co/yHfyWCckLt,http://t.co/yHfyWCckLt,https://twitter.com/BarackObama/status/601764299040755712,"May 22, 2015"
Love is winning:  #LoveIsLove,http://t.co/KjLt3A8mk3,http://t.co/KjLt3A8mk3,https://twitter.com/BarackObama/status/601517062284947456,"May 21, 2015"
Read how the Obama administration is stepping up to protect honeybees and other pollinators:,http://t.co/P6rMxeUq1L,http://t.co/P6rMxeUq1L,https://twitter.com/BarackObama/status/601489793768357888,"May 21, 2015"
"RT @WhiteHouse: A sea level rise of just 1 foot could cost America $200 billion.

It's time to #ActOnClimate:  http:/…",http://t.co/K5YxkHO9qw,http://t.co/K5YxkHO9qw,https://twitter.com/BarackObama/status/601459133259251714,"May 21, 2015"
Check out the President's speech at the United States Coast Guard Academy on why it's so important to #ActOnClimate:,http://t.co/4Zxjs2v9ap,http://t.co/4Zxjs2v9ap,https://twitter.com/BarackObama/status/601433265124184066,"May 21, 2015"
This is about making sure there's a level playing field for American workers in the global economy.  #LeadOnTrade,http://t.co/kMibkh65YB,http://t.co/kMibkh65YB,https://twitter.com/BarackObama/status/601403631494017026,"May 21, 2015"
TV won't be the same without Dave.,http://t.co/9q5NHTf3b5,http://t.co/9q5NHTf3b5,https://twitter.com/BarackObama/status/601145720884756480,"May 20, 2015"
"America needs to #LeadOnTrade. If you want trade policy that's tough, progressive, and transparent, add your name:",http://t.co/xv3tZi1G4H,http://t.co/xv3tZi1G4H,https://twitter.com/BarackObama/status/601114005336236032,"May 20, 2015"
"RT @WhiteHouse: The planet is getting warmer.
Glaciers are melting.
Sea levels are rising.

It's time to #ActOnClimate. …",http://t.co/l1rKJK5,http://t.co/l1rKJK5,https://twitter.com/BarackObama/status/601096297215496192,"May 20, 2015"
"""This cannot be subject to the usual politics and the usual rhetoric."" —President Obama on climate change #ActOnClimate",,,https://twitter.com/BarackObama/status/601059521390190592,"May 20, 2015"
"""It will not be easy, it will require sacrifices, and the politics will be tough. But there is no other way."" —President Obama #ActOnClimate",,,https://twitter.com/BarackObama/status/601058499582238720,"May 20, 2015"
"""The only way the world is going to prevent the effects of climate change is to slow down the warming of the planet."" —President Obama",,,https://twitter.com/BarackObama/status/601058019095367680,"May 20, 2015"
"""Climate change—and especially rising seas—is a threat to our homeland security."" —President Obama #ActOnClimate",,,https://twitter.com/BarackObama/status/601057389190590464,"May 20, 2015"
"""Denying it or refusing to deal with it endangers our national security."" —President Obama on climate change #ActOnClimate",,,https://twitter.com/BarackObama/status/601056926802186240,"May 20, 2015"
"""Cadets, the threat of a changing climate cuts to the very core of your service."" —President Obama to the U.S. Coast Guard Academy graduates",,,https://twitter.com/BarackObama/status/601056101249916928,"May 20, 2015"
"""The planet is getting warmer. Fourteen of the 15 hottest years on record have been in the past 15 years."" —President Obama #ActOnClimate",,,https://twitter.com/BarackObama/status/601055373458411521,"May 20, 2015"
"""The best scientists in the world know that climate change is happening."" —President Obama #ActOnClimate",,,https://twitter.com/BarackObama/status/601054156363698176,"May 20, 2015"
LIVE: President Obama is delivering the keynote address at the commencement ceremony of the U.S. Coast Guard Academy.,http://t.co/bkb3Wwjzvi,http://t.co/bkb3Wwjzvi,https://twitter.com/BarackObama/status/601050569088770048,"May 20, 2015"
Tune in at 11:35 a.m. ET to watch the President deliver a commencement speech at the U.S. Coast Guard Academy:,http://t.co/0CUMi3p5BU,http://t.co/0CUMi3p5BU,https://twitter.com/BarackObama/status/601033514662793217,"May 20, 2015"
This is why health care reform matters.,http://t.co/vc3R43veNk,http://t.co/vc3R43veNk,https://twitter.com/BarackObama/status/600753673560424448,"May 19, 2015"
RT @WhiteHouse: Celebrate 50 years of @HeadStartGov with President Obama and these cute kids from Kansas →  https://t…,http://t.co/5r9Ip9gxWi,http://t.co/5r9Ip9gxWi,https://twitter.com/BarackObama/status/600720898698543104,"May 19, 2015"
Bees.,http://t.co/gzqCOf1l0i,http://t.co/gzqCOf1l0i,https://twitter.com/BarackObama/status/600697763978809344,"May 19, 2015"
This is your opportunity to get your start in community organizing:,http://t.co/XVzPFfiNX0,http://t.co/XVzPFfiNX0,https://twitter.com/BarackObama/status/600678653920313344,"May 19, 2015"
It's time to do away with Mad Men-era workplace policies—add your name if you agree:,http://t.co/i5jzNPSEwi,http://t.co/i5jzNPSEwi,https://twitter.com/BarackObama/status/600400474978717697,"May 18, 2015"
LIVE: President Obama is speaking to youth and local law enforcement in New Jersey.,http://t.co/Mp3KIk8WO2,http://t.co/Mp3KIk8WO2,https://twitter.com/BarackObama/status/600372488246136832,"May 18, 2015"
"Welcome @POTUS, the official government account of the President of the United States.",,,https://twitter.com/BarackObama/status/600359443667136512,"May 18, 2015"
What will it take for climate change deniers to #ActOnClimate?,http://t.co/uN7gkOcpyM,http://t.co/uN7gkOcpyM,https://twitter.com/BarackObama/status/600311853185564673,"May 18, 2015"
"""We want a place where you can make it if you try. That’s the promise we make to our young people."" —President Obama",http://t.co/kCzW0tJFQg,http://t.co/kCzW0tJFQg,https://twitter.com/BarackObama/status/599665242491244544,"May 16, 2015"
"In the weekly address, President Obama discusses the importance of expanding opportunity for all Americans:",http://t.co/viCQAQZm4k,http://t.co/viCQAQZm4k,https://twitter.com/BarackObama/status/599592140851777537,"May 16, 2015"
This is about leveling the playing field for American workers in the global economy—say it's time to #LeadOnTrade:,http://t.co/6PwUby8jHz,http://t.co/6PwUby8jHz,https://twitter.com/BarackObama/status/599335570716827648,"May 15, 2015"
RT @WhiteHouse: President Obama applauds the Senate on taking an important step toward a trade deal that benefits American workers. http://…,,,https://twitter.com/BarackObama/status/599297833510907904,"May 15, 2015"
You could be the next great grassroots organizer. Here's how:  #OFAFellows,http://t.co/7dyYULsFmY,http://t.co/7dyYULsFmY,https://twitter.com/BarackObama/status/599272625932632064,"May 15, 2015"
"""There’s going to be one killer blues session in heaven tonight."" —President Obama on the passing of #BBKing",http://t.co/GD2yY6vymV,http://t.co/GD2yY6vymV,https://twitter.com/BarackObama/status/599236058883096576,"May 15, 2015"
"""When it comes to a woman's health, no politician should get to decide what's best for you."" —President Obama #NWHW",http://t.co/IxN0WtNZ0E,http://t.co/IxN0WtNZ0E,https://twitter.com/BarackObama/status/598974802506846208,"May 14, 2015"
This is a real step forward in creating a fair environment for the roughly 40 million Americans with student debt:,http://t.co/8TdhanWMrF,http://t.co/8TdhanWMrF,https://twitter.com/BarackObama/status/598952084130516992,"May 14, 2015"
"It's the #GimmeFive challenge, presidential style.",http://t.co/5ZLnuQ65ly,http://t.co/5ZLnuQ65ly,https://twitter.com/BarackObama/status/598921453338136576,"May 14, 2015"
This shouldn't be an issue in 2015. #LeadOnLeave,http://t.co/dJFCjxeS1R,http://t.co/dJFCjxeS1R,https://twitter.com/BarackObama/status/598900719958171649,"May 14, 2015"
Yumi used to think she couldn't make a difference—now she's helping DREAMers in her community. Read her story:,http://t.co/LtBswxiF8o,http://t.co/LtBswxiF8o,https://twitter.com/BarackObama/status/598866177046097920,"May 14, 2015"
It's time for the United States to #LeadOnTrade—add your name if you agree:,http://t.co/qdytgxXBZo,http://t.co/qdytgxXBZo,https://twitter.com/BarackObama/status/598607839398010881,"May 13, 2015"
America needs to #LeadOnTrade by making sure any deal lives up to our values. (graphic via @WhiteHouse),http://t.co/TqJAo0cGeH,http://t.co/TqJAo0cGeH,https://twitter.com/BarackObama/status/598589323332616192,"May 13, 2015"
"""Our thoughts and prayers go out to the families and friends of those we lost last night."" —President Obama on the Amtrak derailment",,,https://twitter.com/BarackObama/status/598531163657936897,"May 13, 2015"
Add your name if you think it's time to treat paid leave like the economic priority it is:  #LeadOnLeave,http://t.co/C6uxNauhYK,http://t.co/C6uxNauhYK,https://twitter.com/BarackObama/status/598239542043287552,"May 12, 2015"
It's time to do better by working families. Let's #LeadOnLeave.,http://t.co/fp5rw6y6of,http://t.co/fp5rw6y6of,https://twitter.com/BarackObama/status/598209685410357248,"May 12, 2015"
RT @WhiteHouse: RT if you agree: It’s time to expand opportunity by investing in early childhood education. #PovertySummit …,http://t.co/jGFM,http://t.co/jGFM,https://twitter.com/BarackObama/status/598190256723099648,"May 12, 2015"
Sign on if you agree that working families deserve paid leave:  #LeadOnLeave,http://t.co/3FaJzk6cI8,http://t.co/3FaJzk6cI8,https://twitter.com/BarackObama/status/598145689479065600,"May 12, 2015"
NASA leads the world in the exploration and study of planets. Let's not let climate change deniers change that:,http://t.co/dcUlvdFaha,http://t.co/dcUlvdFaha,https://twitter.com/BarackObama/status/597900446200504320,"May 11, 2015"
RT @WhiteHouse: Watch President Obama surprise moms across the country to wish them a #HappyMothersDay:,https://t.co/PVRIZ389Oh,http://t.co/PVRIZ389Oh,https://twitter.com/BarackObama/status/597845996823924736,"May 11, 2015"
"As we continue to celebrate mothers, let's make sure workplace policies live up to what they deserve:  #LeadOnLeave",http://t.co/hloGsujQfS,http://t.co/hloGsujQfS,https://twitter.com/BarackObama/status/597823348245008384,"May 11, 2015"
It's time to give American workers the security of paid leave. #LeadOnLeave,http://t.co/u0vythSZ0g,http://t.co/u0vythSZ0g,https://twitter.com/BarackObama/status/597782770262282241,"May 11, 2015"
"""We will be forever grateful for what these remarkable men and women did."" —President Obama",http://t.co/C3Rg4rkRyv,http://t.co/C3Rg4rkRyv,https://twitter.com/BarackObama/status/597066599934205952,"May 09, 2015"
WATCH: President Obama honors the 70th anniversary of VE Day in the weekly address:,http://t.co/vMm2UxSIFt,http://t.co/vMm2UxSIFt,https://twitter.com/BarackObama/status/597051076378918912,"May 09, 2015"
President Obama visits his 50th state today. See White House photographer @PeteSouza's gallery from the first 49:,http://t.co/mQwCsZEcqM,http://t.co/mQwCsZEcqM,https://twitter.com/BarackObama/status/596773176761155585,"May 08, 2015"
"In the last 62 months, over 12.3 million private-sector jobs have been added to the economy. Read more:",http://t.co/f0QrgOt1iB,http://t.co/f0QrgOt1iB,https://twitter.com/BarackObama/status/596748718478503936,"May 08, 2015"
"""When the playing field is level, nobody beats the United States of America."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/596726385273516032,"May 08, 2015"
"""If any agreement undercuts working families—I wouldn’t sign it."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/596725337985191936,"May 08, 2015"
"""If you are opposed to these smart, progress trade deals, that means you must be satisfied with the status quo."" —President Obama",,,https://twitter.com/BarackObama/status/596724340017614848,"May 08, 2015"
"""We have to make sure America writes the rules of the global economy."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/596721309830131712,"May 08, 2015"
"""If we don't write the rules for trade around the world, guess what: China will."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/596721150291378176,"May 08, 2015"
"""I view smart trade agreements as a part of middle-class economics."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/596720319794008065,"May 08, 2015"
"LIVE: President Obama is speaking about trade in Beaverton, Oregon.",http://t.co/m7g1VbsPrj,http://t.co/m7g1VbsPrj,https://twitter.com/BarackObama/status/596717288566358016,"May 08, 2015"
"Tune in at 12:15 p.m. ET to watch the President deliver remarks on trade in Beaverton, Oregon:",http://t.co/m7g1VbsPrj,http://t.co/m7g1VbsPrj,https://twitter.com/BarackObama/status/596702557315043329,"May 08, 2015"
"The economy added 223,000 jobs in April—that's a record 62 consecutive months of private-sector job growth.",,,https://twitter.com/BarackObama/status/596662390546042880,"May 08, 2015"
Too many elected officials are still in denial about climate change. Join the team holding them accountable:,http://t.co/UEGDqi8UQd,http://t.co/UEGDqi8UQd,https://twitter.com/BarackObama/status/596435853632806913,"May 07, 2015"
"Carbon pollution in the atmosphere has hit a dangerous milestone. It's time for action, not denial.  #ActOnClimate",http://t.co/PbTnZNaFTi,http://t.co/PbTnZNaFTi,https://twitter.com/BarackObama/status/596401681010536448,"May 07, 2015"
That time President Obama didn't need an anger translator to show how much we need to #ActOnClimate:  #TBT,http://t.co/gI2YPGJ15B,http://t.co/gI2YPGJ15B,https://twitter.com/BarackObama/status/596356154059399170,"May 07, 2015"
Addressing climate change isn't just good for our planet and our economy—it's good for our health:  #ActOnClimate,http://t.co/JWLJwnOI1a,http://t.co/JWLJwnOI1a,https://twitter.com/BarackObama/status/596044588302749696,"May 06, 2015"
"RT @VP: Community
College
Should
Be
Free.
#collegein5words",https://t.co/EQrXb7ILnZ,http://t.co/EQrXb7ILnZ,https://twitter.com/BarackObama/status/596006752472027136,"May 06, 2015"
Add your name if you're ready to #ActOnClimate:,http://t.co/Ivsom2VXOg,http://t.co/Ivsom2VXOg,https://twitter.com/BarackObama/status/595679849387266049,"May 05, 2015"
David Letterman and President Obama discussed retirement plans last night. Take a look:,http://t.co/ZfMIDfd92e,http://t.co/ZfMIDfd92e,https://twitter.com/BarackObama/status/595646384604348417,"May 05, 2015"
This @OFA volunteer is fighting to make the world better for her grandchildren.,http://t.co/S2Bgd6Tq7L,http://t.co/S2Bgd6Tq7L,https://twitter.com/BarackObama/status/595621928494362624,"May 05, 2015"
Working families deserve paid leave. #LeadOnLeave,http://t.co/5tlrfY7ZfQ,http://t.co/5tlrfY7ZfQ,https://twitter.com/BarackObama/status/595346520884453376,"May 04, 2015"
Happening now: President Obama delivers remarks for the launch of the My Brother's Keeper Alliance at @LehmanCollege.,http://t.co/Rh8KgadI7g,http://t.co/Rh8KgadI7g,https://twitter.com/BarackObama/status/595301196312645632,"May 04, 2015"
Tune in at 2:35 p.m. ET to watch the President speak at the launch of the My Brother's Keeper Alliance.,http://t.co/UDmQPkCfss,http://t.co/UDmQPkCfss,https://twitter.com/BarackObama/status/595273730735022080,"May 04, 2015"
The science is clear—climate change shouldn't be ignored. #ActOnClimate,http://t.co/4cDfjNrvYe,http://t.co/4cDfjNrvYe,https://twitter.com/BarackObama/status/595254414488666112,"May 04, 2015"
"""A great education can be within everyone’s reach."" —President Obama",http://t.co/mysKXSSvH7,http://t.co/mysKXSSvH7,https://twitter.com/BarackObama/status/594557104100417536,"May 02, 2015"
"WATCH: In the weekly address, President Obama reiterates his commitment to expanding access to education.",http://t.co/mysKXSAUix,http://t.co/mysKXSAUix,https://twitter.com/BarackObama/status/594539460634619904,"May 02, 2015"
Teachers have the ability to influence their students for life. #ThankATeacher and share how important yours were:,http://t.co/KgJczHwPMP,http://t.co/KgJczHwPMP,https://twitter.com/BarackObama/status/594236714735902720,"May 01, 2015"
"RT @FLOTUS: Who's ready for #CollegeSigningDay?
Share a photo in your college gear to celebrate students pushing to #ReachHigher. http://t.…",,,https://twitter.com/BarackObama/status/594177994412830720,"May 01, 2015"
Know someone who would be perfect for this fellowship? Here's where to apply:,http://t.co/ahGWYDvUSD,http://t.co/ahGWYDvUSD,https://twitter.com/BarackObama/status/594155903751847936,"May 01, 2015"
"RT @WhiteHouse: ""I want boys and girls studying all the subjects and getting good at all the subjects"" —President Obama #BooksForAll http:/…",,,https://twitter.com/BarackObama/status/593895074603274240,"Apr 30, 2015"
President Obama runs into a group of schoolchildren while walking near the White House. WARNING: cuteness ensues.,http://t.co/rmFzZICnlX,http://t.co/rmFzZICnlX,https://twitter.com/BarackObama/status/593855740558749696,"Apr 30, 2015"
Read President Obama's op-ed in the @MiamiHerald on why we can't wait to #ActOnClimate:,http://t.co/XZf9ASsVVU,http://t.co/XZf9ASsVVU,https://twitter.com/BarackObama/status/593821963577008128,"Apr 30, 2015"
LIVE: The President takes a virtual field trip and discusses improving access to libraries for students.  #BooksForAll,http://t.co/2nvtVWNJdc,http://t.co/2nvtVWNJdc,https://twitter.com/BarackObama/status/593795299111407616,"Apr 30, 2015"
Read how this fifth-grade teacher helped inspire the President of the United States:  #ThankATeacher,http://t.co/mEGP8AXs16,http://t.co/mEGP8AXs16,https://twitter.com/BarackObama/status/593534740864499712,"Apr 29, 2015"
"Our education shapes who we become. Share who inspired you, and #ThankATeacher today:",http://t.co/gwZNbvbEZ1,http://t.co/gwZNbvbEZ1,https://twitter.com/BarackObama/status/593515051136327681,"Apr 29, 2015"
Check out President Obama's interview with @WSJ on why America needs to #LeadOnTrade:,http://t.co/XEu9c6vNIg,http://t.co/XEu9c6vNIg,https://twitter.com/BarackObama/status/593497747912687616,"Apr 29, 2015"
"RT @WhiteHouse: Great to see @JNJNews expand paid leave benefits.
Now it's time for Congress to #LeadOnLeave:  http:…",https://t.co/Pl8iwTrYMd,http://t.co/Pl8iwTrYMd,https://twitter.com/BarackObama/status/593471131543285760,"Apr 29, 2015"
.@OFA's fellowship program is all about training the next generation of grassroots organizers. Be a part of it:,http://t.co/TN53ePaXgJ,http://t.co/TN53ePaXgJ,https://twitter.com/BarackObama/status/593454444387241984,"Apr 29, 2015"
LIVE: President Obama honors the 2015 National Teacher of the Year.  #ThankATeacher,http://t.co/yXt8U62ov0,http://t.co/yXt8U62ov0,https://twitter.com/BarackObama/status/593438007564193792,"Apr 29, 2015"
RT @WhiteHouse: Watch President Obama speak on the situation in Baltimore.,http://t.co/T3t6ptxmaZ,http://t.co/T3t6ptxmaZ,https://twitter.com/BarackObama/status/593119292050124800,"Apr 28, 2015"
"If you aspire to be a better community organizer, this is for you:",http://t.co/Nrmi9c8SLo,http://t.co/Nrmi9c8SLo,https://twitter.com/BarackObama/status/592783304476229633,"Apr 27, 2015"
"Thanks to health care reform, people have more options—just another reason Americans are #BetterWithObamacare:",http://t.co/hKjXmCor6X,http://t.co/hKjXmCor6X,https://twitter.com/BarackObama/status/592756070956867584,"Apr 27, 2015"
"Congratulations to Loretta Lynch, who was sworn in as U.S. attorney general today, the first African-American woman to hold the post.",,,https://twitter.com/BarackObama/status/592727539874930688,"Apr 27, 2015"
ICYMI: Watch President Obama's full remarks to @OFA supporters last week.,http://t.co/CoWHv3BKPO,http://t.co/CoWHv3BKPO,https://twitter.com/BarackObama/status/592706649456046081,"Apr 27, 2015"
LIVE: Watch the 2015 White House Correspondents' Dinner.  #WHCD,http://t.co/JYRHmvEGSV,http://t.co/JYRHmvEGSV,https://twitter.com/BarackObama/status/592151223161196544,"Apr 26, 2015"
Cecily Strong hosts the White House Correspondents' Dinner tonight at 8 p.m. ET. Watch it here:,http://t.co/9tfUryyAP7,http://t.co/9tfUryyAP7,https://twitter.com/BarackObama/status/592100049812787200,"Apr 25, 2015"
"""We can’t surrender to the future—because we are meant to win the future."" —President Obama  #LeadOnTrade",http://t.co/FT27suS88W,http://t.co/FT27suS88W,https://twitter.com/BarackObama/status/592029128855007232,"Apr 25, 2015"
"In the weekly address, the President discusses how the new trade deal will benefit American workers and businesses:",http://t.co/NjuKWBEk62,http://t.co/NjuKWBEk62,https://twitter.com/BarackObama/status/591984270811463680,"Apr 25, 2015"
Farmers can fight climate change. Read about the Obama administration's new plans to help:  #ActOnClimate,http://t.co/MWU7oqD8Cn,http://t.co/MWU7oqD8Cn,https://twitter.com/BarackObama/status/591704114330873856,"Apr 24, 2015"
"If you know someone looking to take their organizing skills to the next level, send them here:",http://t.co/FRpGyX7iVh,http://t.co/FRpGyX7iVh,https://twitter.com/BarackObama/status/591667766723096576,"Apr 24, 2015"
America can't stand by and let other countries #LeadOnTrade. We have to step up and write free and fair trade rules.,http://t.co/epz8uJekra,http://t.co/epz8uJekra,https://twitter.com/BarackObama/status/591631239259422720,"Apr 24, 2015"
"""You give me hope. You guys are doing extraordinary things."" —President Obama to @OFA supporters",,,https://twitter.com/BarackObama/status/591357949186068480,"Apr 23, 2015"
"""Talk to your friends, talk to your neighbors, talk about why this work matters."" —President Obama to @OFA supporters",,,https://twitter.com/BarackObama/status/591356936177774595,"Apr 23, 2015"
"""If I didn't think this was the best thing to do for working families, I would not be doing it."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/591356638134673408,"Apr 23, 2015"
"""We've got to fight for trade that benefits our workers—on our terms."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/591356141306830848,"Apr 23, 2015"
"""I've been fighting income inequality since before it was cool."" —President Obama",,,https://twitter.com/BarackObama/status/591355692382089217,"Apr 23, 2015"
"""My entire presidency has been about helping working families."" —President Obama",,,https://twitter.com/BarackObama/status/591355190940413953,"Apr 23, 2015"
"""The status quo isn't working for our workers."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/591354696754974722,"Apr 23, 2015"
"""It's not just good for our businesses, it's good for our workers."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/591354344144003072,"Apr 23, 2015"
"""It's the most progressive trade agreement in our history."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/591354015151161345,"Apr 23, 2015"
"""We want to make sure we win the future. That's what America is about."" —President Obama",,,https://twitter.com/BarackObama/status/591353636153909248,"Apr 23, 2015"
"""America needs to write the rules of the global economy. We can't leave it to somebody else."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/591352977589460992,"Apr 23, 2015"
"""This set of trade agreements that we're looking at is vital to middle-class economics."" —President Obama #LeadOnTrade",,,https://twitter.com/BarackObama/status/591352333717602304,"Apr 23, 2015"
"""Today, more than 16 million Americans have gained the security of health insurance."" —President Obama",,,https://twitter.com/BarackObama/status/591351531166945280,"Apr 23, 2015"
"""I'm proud of all of you, and I hope all of you are proud of what we've done together."" —President Obama to @OFA supporters",,,https://twitter.com/BarackObama/status/591351076063940609,"Apr 23, 2015"
"""You guys sound fired up!"" —President Obama at the @OFA Spring Summit",,,https://twitter.com/BarackObama/status/591350163026882560,"Apr 23, 2015"
LIVE on @OFA #Periscope: President Obama is speaking at the 2015 Spring Summit.,http://t.co/j3cxgyiH9q,http://t.co/j3cxgyiH9q,https://twitter.com/BarackObama/status/591349296009711616,"Apr 23, 2015"
You won't want to miss this.,http://t.co/FPV0VEwFAz,http://t.co/FPV0VEwFAz,https://twitter.com/BarackObama/status/591333748521570304,"Apr 23, 2015"
Here’s a reminder from @GinaEPA of a few challenges the EPA has conquered in the past:  #ActOnClimate,http://t.co/voNhiOhjX6,http://t.co/voNhiOhjX6,https://twitter.com/BarackObama/status/591304624855998465,"Apr 23, 2015"
Apply to be an @OFA fellow today to make a difference in your community:,http://t.co/CouTSgfZJR,http://t.co/CouTSgfZJR,https://twitter.com/BarackObama/status/591282678885789696,"Apr 23, 2015"
RT @WhiteHouse: President Obama will deliver a statement from the White House Briefing Room at 10am ET. Watch here →,http://t.co/gOsq0AWf0I,http://t.co/gOsq0AWf0I,https://twitter.com/BarackObama/status/591240378147287040,"Apr 23, 2015"
#ClimateChangeIsReal. So is President Obama's 3-point game.,http://t.co/M27bxCqJSG,http://t.co/M27bxCqJSG,https://twitter.com/BarackObama/status/591004613840543744,"Apr 22, 2015"
RT @NatlParkService: President Obama & @BillNye meeting w/ 4th graders from Miami to talk about #ClimateChange in honor of #EarthDay! http:…,,,https://twitter.com/BarackObama/status/590978601710854144,"Apr 22, 2015"
"""We are blessed with the most beautiful God-given landscape in the entire world ... We have to be good stewards for it."" —President Obama",,,https://twitter.com/BarackObama/status/590962842519543809,"Apr 22, 2015"
"""This is not some impossible problem that we cannot solve. We can solve it if we have the political will."" —President Obama #ActOnClimate",,,https://twitter.com/BarackObama/status/590962117001420800,"Apr 22, 2015"
"""No matter who you are, no matter where you live, our parks ... are your birthright as Americans.""  —President Obama  #FindYourPark",,,https://twitter.com/BarackObama/status/590961474685698048,"Apr 22, 2015"
"""Every dollar invested in the National Park Service generates $10 for the American economy. That's a good investment."" —President Obama",,,https://twitter.com/BarackObama/status/590960950917734400,"Apr 22, 2015"
"""Climate change can no longer be denied. It can't be edited out. It can't be omitted from the conversation."" —President Obama #ActOnClimate",,,https://twitter.com/BarackObama/status/590960429712572417,"Apr 22, 2015"
"""The Pentagon says that climate change poses an increasing set of risks for global security."" —President Obama #ActOnClimate",,,https://twitter.com/BarackObama/status/590960032046428160,"Apr 22, 2015"
"""If we don't act, there may not be an Everglades as we know it."" —President Obama #ActOnClimate",,,https://twitter.com/BarackObama/status/590959549806325760,"Apr 22, 2015"
"""I can't think of a better way to spend Earth Day than in one of our greatest national treasures, the Everglades."" —President Obama",,,https://twitter.com/BarackObama/status/590959135392305155,"Apr 22, 2015"
LIVE: President Obama is discussing the threat climate change poses to our economy and to the world.  #ActOnClimate,http://t.co/nDOE0KVHhz,http://t.co/nDOE0KVHhz,https://twitter.com/BarackObama/status/590958098761678848,"Apr 22, 2015"
